business_id, num_review,ave_stars
cHmmow7f9giYMfQ4bp7JHw,81,3.000000
amaT924hq1WaKHWbP5Pt6A,4,4.000000
QyDYXJRz3b4f80qsMgpPFQ,21,3.000000
oR8nlvGPa0mgPGUpjKXbsg,3,4.000000
FUco3_g-dFpXOCPta0Xmeg,13,3.000000
prL03sGeqBvnIPc7PKOd0Q,4,3.000000
W_KPYn5tKfAOY6Blz26acw,14,2.000000
NcJ4Ug6EX4t_WBh3E0mXhA,16,4.000000
HhBORuXtFp-2IWQ640Fg0w,7,3.000000
lKHJ9o0AOOpFyIcJHzu5GA,1,1.000000
DrBYoCCWB12vAdHdFAC0bg,5,4.000000
i3nnQl4pl2-ogZJdeSqWvA,5,4.000000
xu0nc0oz6IEzNIJJRHNwQA,5,1.000000
L986F4_zzBDNf_xCpz2mwQ,7,4.000000
SlV4MCNrAC9slMyV5gf47w,10,3.000000
_bYs-cHfFd9EIP1j3eiLbg,4,5.000000
qfhpfE6wTj_SHlgreP6zrw,4,4.000000
j6QWiUqPBPcG3KKURJj7Rg,3,4.000000
zv92SeuVPQdof0PdgN056g,3,3.000000
X5GVhk_-oWVMw4uJw3mCiw,4,4.000000
2Lfphj6nhZ0uRN9Ajt4wtA,5,3.000000
Bv3LtpfcABSiy4wJEq0_0g,6,3.000000
6x5yOyKHuC0aDw3u2mFKyw,8,2.000000
v1vi2ph9YLAXGqV2WTuN7Q,9,3.000000
nGxB4TeUGXsYcIDRX4gRWw,4,3.000000
Y293fHh5SZ0_9BZm4M6BCg,50,2.000000
2czw5PzfPo20KlZLl3hOXA,8,3.000000
MFxhYRVqFcEZC009-6yfOw,21,4.000000
bNGR0iQTx8hXRmQv4hV5gw,15,3.000000
2Bd3gy5lmINZ-2QxXVRLdA,7,4.000000
YUV08PQk7Vk96r9Q0b3XAw,45,3.000000
JzoFgoeHRShw6BcMZVBA4w,13,2.000000
M_LdDExO-6X6NiJu396MZw,11,4.000000
DfLML2IlhUqztTBURxOAxg,31,3.000000
sZnz926GsnJN1TFCg0j16A,6,3.000000
hoGeuViN9rOeiKArtkVp3w,4,4.000000
qLYuL1ZPKwvHMjsBc-lOIA,4,3.000000
C0vHeuHvd8H-9pJ1Qsb48Q,18,3.000000
pWPzxPPXN4IqI7RUU_8KKw,22,4.000000
b-WHgdSOBfWr7B0QpybHRw,5,1.000000
1dAObAOdX-yRrvx2MxabjA,6,4.000000
PzbEhqo8uz2D-3OchHIPzQ,34,3.000000
DdVbzqR0z3NisbPupv4IJw,5,4.000000
U2RaLjJ6NlRWINDr-DS8Uw,29,4.000000
fXpjiuCeccrZSLRM9qfYww,4,2.000000
ScyfvAMHwnYYCGYz8lhj-w,3,4.000000
yC3ydbHAJTZ22FZp4LynFg,26,3.000000
iGJs9m377NkAClUNt_K3RQ,3,3.000000
X4yr1pBTm7UwSmz8UWw-8Q,14,4.000000
yWo5g2NjNoSxPbVvw6hUVA,5,2.000000
hbb62P2U2l0QdC9S6sfSsA,3,3.000000
679pJn1KyKr2X8NcQNyMzA,55,4.000000
gXODQjg3ROGQ6j6EoQ9EqQ,3,3.000000
6DaBdOr7NNsIWBC_2zty7A,3,2.000000
ZzYf1rngz1fDYJTgNDetDA,11,2.000000
5nddZwZzT7pvC5vBjKRzoA,38,3.000000
lmmEfH28MKabNK98BltUDQ,19,2.000000
pDrdegSsnpjMAYROure6lQ,4,1.000000
RoErsFPM0A-1SCqD-FRV_Q,3,1.000000
x9v89DS_1pXVKYDHLiqmfg,5,4.000000
_FgyuDnyDCXmWBy03Tq8TQ,34,2.000000
Vu-c7qfc77p0VMMJ00hzeA,3,4.000000
Fi_1yugT_4WOiEm0H_GrIQ,5,3.000000
VL0D6MWt5UXBC2Ue-TpcKg,2,5.000000
FJDiaJSXQip-sgXxYe1vDg,8,3.000000
2KlNLhtUOe3emgdF1t42tw,5,4.000000
5FwZ3pH1d2VEk_Ih8h6s2Q,13,3.000000
NbQZERbIKzBSvTZ5FzupnQ,3,5.000000
1bv8Tn0MJHqzv9WGkn62ww,3,3.000000
DMtNAiybw2XICAimvlFaLg,4,3.000000
H3TmYkiUo-ZY1va4TZM_zw,10,4.000000
isULF2OfGfIZxepCEzurHw,4,3.000000
44Up9Gbs-IKMnt7ULDWu8A,8,2.000000
-TBJtsdtDlNhNsmdRZ4_nA,3,1.000000
ySaOfyLJcvvmT1US0YAkKw,2,4.000000
9wFOVJ0e2RttmHYlFsvU1A,11,4.000000
3UMcsN9IjoeV8JZvC4apag,189,3.000000
hpU0X-WMDbET33ptcn-87g,4,5.000000
sKo4MeyA_peFIgeF-hyZsA,3,4.000000
TTGeB7Tr1o2PEdi2c1Gx5w,8,4.000000
b9dv7Q0A8XcJ44zzTDJeYw,28,3.000000
c_sxaLLa-kkwQk2SDHRojw,4,3.000000
_HGheM2jzKEZFqkT4kyViQ,62,4.000000
FLRJOfsVjRcUL01j60V-ZA,21,4.000000
doEZAj-NSnoEMOJl5yXcNw,25,3.000000
7DHcXMLmOgLpIAJSsYKW7A,5,4.000000
6Qwvrxk-gcDMotRCua21QA,3,4.000000
MbhDxofXQWE_wavOkPA5cQ,3,3.000000
nDhRgwpuo_W-JXdbCIyojw,6,3.000000
cgpAUKkZEBbt_xBK_GpH9Q,18,3.000000
BKEvR0umqWp7q8_q4hTpWQ,14,3.000000
_lZTISCRAM2CzWj9vzifBg,2,5.000000
z6dmWRMmorTmrESIfXFlWw,5,2.000000
1k54qahoejphHq0vSRLFfw,4,4.000000
pECBUoPqcIP1gr_982C-9g,16,2.000000
SIq0jbz3oHHAsxwltaO7Lg,5,2.000000
Y0v2Qj7Wq0jDI4rJMsdJsQ,2,1.000000
BdSY-BHmH0BCCv47mOOS0g,13,4.000000
in-UZwg_LWh_CqU-JwBDrw,4,4.000000
NY8oFEC1chUJxpIXj1G20w,3,5.000000
EtijSxqheu_LHohSvKQfLA,73,4.000000
NC1vazlGSWdWqhoykkrROw,3,5.000000
AwUMl0PT3mdkPS7huzEUYQ,3,1.000000
TpQMR-JFE5V0UPzTjjuwFQ,64,3.000000
8m08a9xJKmANwmeuR-0bPA,125,3.000000
VPhIfMKNLQK-McVq2XTQSg,8,4.000000
E0iWLkCh25A05z-4_MdQwg,7,3.000000
G9icd-3eVoekbX_Rggmaug,4,3.000000
edjCywtqffQ8__vM7POZbw,38,3.000000
qWJM-Ukb8LezQ_C0vz9r2g,5,5.000000
eXQe-HcbJq6kS1x2BR65Tg,3,3.000000
7AX9fPx7s2c59ckjFojT8g,4,4.000000
m9rClpZvb9r0Jze26D319w,4,4.000000
raPceZiFb7bDQfxBEbI2DQ,8,4.000000
9_pemi5c6kNonGvfLHrfrg,6,3.000000
L6pAkeIKmX_aQc9jRpTrfw,2,3.000000
aXvxxzGCXorHp0pAny-XYw,2,4.000000
XRkv1rz9BJmOFRSgjGHBSg,3,5.000000
dRXOYc7QX61GtTETiXEVJg,3,5.000000
KschhBdI7VJsMCZbRpx0sg,7,3.000000
mBCVSoOlTZp-VfI3jkCSCw,1,2.000000
5I4JKTSkNjoCeiIOxcNFLA,3,4.000000
kk_cqYoDJmMWTPlHmXCoIQ,8,4.000000
EzISXh3nXkWnlnQPmb023Q,4,2.000000
2BWTKRkPNgTTZNWGMkmYRw,48,3.000000
hjeStj9CW_4bIa0sP9Pb-A,7,5.000000
jkZOhHj3AbOdYfy1amPSvg,3,5.000000
XHr5mXFgobOHoxbPJxmYdg,307,3.000000
Yvk6VWr6SVg6PG4jIep6rQ,56,3.000000
nNKUkjTaGWW3I3XkpHF5Hg,19,3.000000
nB3pytYdmzKWfNtXyfNrpQ,51,4.000000
hPh0OJzgJnjerwcDGIsnJw,4,3.000000
XIC3-zueNytuLGamOKbY1w,3,2.000000
bUzq2QFN56xGJote3cKRzw,5,4.000000
XjTGoj8zsMkv_hYrBy7g9g,13,3.000000
RkCsF3lQken6O_OizYgBqA,5,2.000000
t2oYp2zHy2aGWs34YYrTzg,3,2.000000
VVxzmzGoRbjVV7P5bQcLfg,3,5.000000
N7tU6chZEQqK8LVqYsyzYg,10,3.000000
NK3S3U6TQtysH_-eqT3bBQ,5,4.000000
6x2VNRhCYv5lgcT24S_sJQ,9,3.000000
6znOsNuy82Eqv6L8ei7T6g,4,3.000000
uptdn_hZsuJOCp5WCKJxjQ,2,4.000000
C6gkuLYG_NOobXxaXwUUpA,8,2.000000
nhG5S2tq-RI9JGemIblhcg,3,2.000000
dUwx303wshhFdVkc0SQgfg,3,2.000000
MPyxaNVuWlAQqJ0iKV5rQw,153,3.000000
60i9h-gPKH1f0YC_bZXDhg,6,3.000000
x3ByDg8Lt8ioECK80blmww,4,5.000000
fk4pcFbyGsOvXaqGxD1x_Q,6,3.000000
_ZNNlJfkGogJx4UlK1cQMg,3,3.000000
JWql064OkrDDbRjJ-bjulw,13,2.000000
5qa3l1fNLcnFMXyQTqVpSQ,2,4.000000
xZOWIzgQvldPkOlV0-QlNQ,6,2.000000
2li2XlPfSi5zgfCE77uNeg,4,3.000000
1DjRf3AdYpdlC1Df9KD6rA,27,3.000000
Q1gGopiqFGUkEzw257hJdA,4,4.000000
bRk44ShCT0osos-1xaTRyA,10,2.000000
a7Qk3nMgJNwEzZygfstnyw,20,3.000000
eIGg-KLWTgwcu8lXadoCmQ,3,3.000000
T2K-uBbU56bzGUuxs7ws5A,5,2.000000
8Sg9zTcQhFWC2MW3jUQhwA,4,3.000000
oKPRY3pQ-G6gmcbfE0splw,3,3.000000
NLMGmL27O1H-Vr-HnYQJ1Q,5,2.000000
mXr-1rBHjaGGnqX4MgLctA,3,4.000000
RmA5zN-Bs89lsTuY6v8W3Q,150,3.000000
ut-kla-EA23nJOij_dcL0Q,50,3.000000
XMRj865sZBPWCI7tx0uBWw,166,4.000000
Dn-k5fRMiR7XAg4b67b2nQ,4,2.000000
KuvulkmTnvg_aGY4c5tbgg,32,3.000000
hKqGrfsWnDnMtLuKuyeF5w,6,3.000000
jKDM_QYbEGEoSxTHIWBWzA,6,5.000000
qioiLcA0lnfQyMQEKX9jKQ,4,5.000000
POY9bgaiKHqqh26dxGnJLA,6,5.000000
4dXM3o_bSbRfWcuE4E8soA,3,4.000000
YKuuE9tWiGUYd14WbtAk_A,3,3.000000
ONtlR6vJ254jkLfd5ZyF2A,4,5.000000
AdRlwKxtEh30Urmvi0Xk5w,90,3.000000
CYMG5AsrhkhUPro2c6NSUA,6,2.000000
BpSLpzq_NRYghGSsb10G3A,107,4.000000
Ih1TGSZyu2Q8htn2JA4tIA,40,3.000000
As7RemQnYJskIBPWUh3MIg,3,3.000000
ADn_CBhbn2QU3WzFzuXvWg,24,4.000000
wxQamxLLHo_2d5Kgs70kOw,3,2.000000
rw4kISlJT_edAYTJEBbDcw,6,3.000000
VeMcG5cMG2i1ziUVwQHaVQ,19,4.000000
gQieZuRi5gWBZng7pqXu0Q,4,1.000000
BicQSnGZnY_yuGEDkhVfnA,29,3.000000
hgMdvYfLcyPqu51GTh58ZA,3,4.000000
9uMnQTDD0hi_ivp_te6s4A,11,4.000000
Ul1mS4EA2Q8DGyLB7gQXJA,65,3.000000
xRfIzrYkLDKKXvLMhYzPxA,4,2.000000
gpyWGG0U-yqnVKru6y8fNQ,2,5.000000
4nco5mjBAix4kp_7mZuc2w,20,4.000000
H2ii01lMuEHhVNw9V-O55g,6,2.000000
ljx5LTH8Ksl_KoyYZlyH8Q,12,4.000000
UeaUnBdpxMf04MQrIaOedA,4,3.000000
v1jRhfoNKW4qpLhqhI8ApQ,5,2.000000
6EMOo9QEU-gHEtBAOD0rHQ,5,4.000000
seu8O6yPQ5Yz8kQv-KFnKQ,105,4.000000
kCmG7i8cWDYjisla-TWLYQ,3,4.000000
ptH216EFNFLvF32EN-9tmA,47,3.000000
5kRug3bEienrpovtPRVVwg,331,4.000000
nXFQjMFJ0qLQSrq1TwLrWQ,3,2.000000
Kr9qpiXPJhcpxVmYYvcxGQ,9,4.000000
xzhQAA73KZ0wacCQ8hpOBw,4,1.000000
AAkqVCuUGIP0gvY42_CRYA,3,1.000000
U3wDsYO_mXJeF7j11vOfoQ,4,3.000000
58HvoHMI1ZbgQoonPWHXsw,4,3.000000
Y_Y91oeUrIwYa18F8ey5NQ,77,3.000000
l3yL2rQ6PoFBQ06RLczn9w,62,3.000000
597qhd_yZjnsXt8TyaBbSg,7,5.000000
uW9O59Dou9F1yCGEpp9coA,6,5.000000
MnhW9oyIol5lEb7f5Y1hIw,3,4.000000
sMJZf8uwjOlLA19Toj-dyA,3,1.000000
NDEzqbWAKOxcZYYVJ0o7kQ,8,4.000000
80VmGCy6UcYYCKC_BONZTQ,4,3.000000
78xIdwF2ZpsJF5xLK8EbCg,6,3.000000
kNPCjWQ6KY0Jk0gdNXjZ9A,4,4.000000
GUxWblMRFzCgy2qDfj5yRg,13,2.000000
58kkkxrK5wPSSHomIkcNxA,19,1.000000
myZKpkxq5cjf_Zz4oLNnYA,2,2.000000
Je0PhDi5yk4aG6jNaG7nDg,5,1.000000
krhfGpy5AYfopKmErA4uSw,3,5.000000
i0sMoNwiNAo1--AsZJ3Nlw,17,3.000000
WLdxXMtqv8mirA5IYNqZVA,3,4.000000
qrLqx4oBeR2gNDE873bUHw,9,3.000000
lOVEjU17IqncqdCoHIPGKw,2,5.000000
taDJhFyvgD17w-NoUR7WGQ,7,2.000000
kOLyU95VflUBeyh3LEvruQ,5,3.000000
s63XOPYfvrtr2Oq6vbSBjg,3,3.000000
DxUn-ukNL27GOuwjnFGFKA,220,4.000000
Rvd5fGybj83Brgm-S-QT1Q,9,3.000000
h26RO7jLyJ6YPHegwpQUPQ,49,2.000000
WwIBWuyavda4DggXh8pPNg,26,4.000000
le1VmOg0-REuXCFr_FeG0g,10,2.000000
lHr-aMBHh29zLpuB2ShAMQ,156,3.000000
eWvfBkL6NPtIjfqhCo7EdA,5,4.000000
Drpvqa9FVdd-EuVgXcdLRg,3,4.000000
57ohNOu5m15HOZhPA1wl_g,3,3.000000
KJXi3s3rcKb1EcZUApL0Vg,4,3.000000
qz4ZOcv-840UjfCEYI4qZg,53,4.000000
_oylByc6iTONI5lokMfYHQ,8,2.000000
2MM8cFKHp8OaB13fp0ysGw,12,3.000000
xokzlWntsJ3HvLnm-zDejA,3,5.000000
VW1X7H_9WoAZNvt67yHtlA,9,3.000000
NNRUSPcXr3lGpcaaA3-Epw,4,3.000000
TfTlOE6h9E9o34dEkw9L_w,208,3.000000
3zPSw-mu1yhbPIpvV0ALiQ,9,2.000000
FPD5xXo_QPmJVo5XJKPryA,16,2.000000
78coUZv_3DhkwKqyoZ_KfA,8,3.000000
cBoOvUP2FZxLNG0yh3bZVA,4,3.000000
dRqSg5XsSZtuZchluGR8jQ,4,5.000000
Oe0cxmz0lD9z4FXGWJ1ZZQ,30,2.000000
kw9iQm6OBJxP1ot7R5Qn7A,12,4.000000
LwqXgv4V4eMH4X-a9RJTVg,3,3.000000
ls79Dop_8t5e0bcxHT04Iw,3,4.000000
aUHHfCiFtGhN5R6KXCsBKw,9,3.000000
pkCcKwdDAhRFLe2cxaEgEg,29,3.000000
Io2Sfu_waJsTjY6g8WTK1w,3,4.000000
YWp-tyJxC7zaOHQbqacMkA,40,4.000000
KIbFaBrZDX7rrYJInkv5Kg,12,3.000000
dpnUnyzN_by1MER7F8ezzA,17,4.000000
zSLoHXCX0MsRThoDJOVljQ,4,5.000000
nglQaQXuU-d38fGe_tM5-Q,18,4.000000
dfb-vYUE3l6CQjvC3rbu7g,11,4.000000
qXNDOT15YefmozPnrbZJGg,5,3.000000
4V1bkPcmLKBUllTFLaIIIA,3,1.000000
JQjJ8FN3OUyjPrPefq1_pw,9,3.000000
ld8EieGsC1ZUSHzKuVOqTA,7,3.000000
j0cSJ3AX6bKM9MmwQOSy1A,4,2.000000
ZOUwPzmrwUyqt2OmYNLupQ,13,4.000000
RAzMqEvHFE-s32udJjTN8A,3,4.000000
pVnUE5EeIaIbjXzaH7sLyw,40,4.000000
dewq6aevfoNFvJBqM7PG5A,84,3.000000
rjphpWi6miBIE1ozv_VkrA,2,4.000000
eOr2Kpr-LtDst2IpiAK2Dg,7,4.000000
FWIvOa28jn15bvKIqqYgvQ,15,3.000000
aqYoDGcUljXeWSbL2heT0A,3,3.000000
XNEzbF_xXKGboGUnvyHOmQ,3,3.000000
chQMtE0iF9CHr8T-ahkrKQ,23,3.000000
1Io-PtJ6Ml0xVkGptp2Osg,3,3.000000
xr2szu7jYIWbj4tlKef61w,26,4.000000
qHH9IMD6WvP4NlMXnSWHGw,7,4.000000
14fTII5Rm4PIFYJ-CA4PIQ,4,2.000000
aV4g1yMKv75FZGWs4a_2Bw,4,3.000000
jsMv_hb1tzP9Olssu1xAcA,25,4.000000
Ldf1VTbrd66IKzhhLcNjdQ,3,2.000000
twI1-9PZH1y8csXQ5VsrMw,13,4.000000
dALQVAx5qdF3F-JzT32ELg,14,3.000000
iE1eq7kDacRwgvFZJmjfgw,37,3.000000
RhbKqihU7FVUo_QJJy8m-A,4,4.000000
ELs6WFzaQVeTWhltdUFb7w,3,3.000000
JlHsF2WJz5Veys7aKsKdaQ,3,5.000000
5wMT4nX1nAMTVoQtoNKEjg,3,4.000000
y9tYQZCWVWscFUuK-xoaMg,6,4.000000
dA64XqxzgKiDx_PA-V30HQ,3,3.000000
_BTtZhf_L_dsii3NAKB-MQ,4,4.000000
iHwr_bdfSjnBH7_w2K3obQ,28,5.000000
fzBDUWZ8oxtcL9gmSvxLcA,3,5.000000
voHJIbWq-lRjWpv1hlSWig,15,3.000000
oQosdA7trybb3dnZyyGg3A,4,3.000000
DYX7PG1Ms4VUlkWqtWeNhw,2,5.000000
Esn7lfc9w6KVoX61FsXM3A,40,4.000000
yCaSjO3AHkirEyQ074cp4Q,5,2.000000
8SlI_CYByLG23erfzobK2Q,4,2.000000
m1ulEXktflaiA0UcuYuMHg,4,1.000000
RQOd_O3SWxA4wGjM3rYBsg,9,4.000000
F3j83hSF8-RBUEvLqHeONQ,5,3.000000
m4Vdae9cdx7bgr6bIjjbkw,90,4.000000
IwDI3Ls5FH2FxPNRyYaffA,15,4.000000
rRSrENv9j_rLnehMlQEukQ,3,4.000000
97xusXQsJiBSyFfGgV2PIw,3,4.000000
xQJt_caQXk6rW1ou9_mKJg,12,1.000000
_Gwva9y6M4sjU8OTsrkBrA,5,4.000000
NkCGz1NSdEgOSpHtpiHyog,54,4.000000
q0aEHYyFzuiazt8qk_2S5A,3,3.000000
TV3rNwJxsHNFk4osCDEDAw,6,2.000000
P8rSye_7l_2P-JU2IzKkhg,21,3.000000
xsrgYzugnt-VwQPOtKiqjA,11,4.000000
GGXtuLHpWWhkUpVynhFHWw,4,2.000000
pBBN3KhKTETvjeWg-MXJGA,6,4.000000
VNAwZUh2pLSAn9oGpYBC7w,10,3.000000
QXWXLEVGeONoZHLmHuFemQ,7,3.000000
0nT6cj3YBJIJSwHL4mKlJw,3,2.000000
Z3Ebz6iK7yLEMeTe-iSXlQ,5,2.000000
ejfy33R1avFm7oygL34uQg,25,4.000000
7ygQVKCG3qwlPCc4D4Pixw,7,3.000000
NzmViJlxei-alIHkM6gVbA,3,3.000000
rkGPf4cbyUJqHgKZPvaTnw,12,3.000000
l5GGMobHJvzaQO2rZFwdTQ,82,3.000000
iq5AnhmfKHyeP9G0X8g3Sg,3,4.000000
dFB-hp_RBPMpfkF7RajOMg,3,5.000000
Pl1qDTX90DSLHo-ZAlAh9w,11,3.000000
PzAlftJ3EAxWTm0LTRIyJQ,3,2.000000
ZLMTpar6-f_TgekXpaza6g,18,3.000000
4kSWilkz2MRpLRDBQH0j7g,2,3.000000
FGqtJzwIPB_FeCnzxaQ0Tw,6,2.000000
hHl9OBDmRxcLljTZeXx86A,3,5.000000
FG7Js2aMD6NtMMRI0C8Arw,16,3.000000
f6DtIh2byFQk9PAcE624_A,3,4.000000
sY2mbGaez44SvU_P35ipxQ,3,4.000000
r-EVE9HYaJoaaK82Z7o3OQ,4,4.000000
3w1F-75RGcN9oRhBF9uYFQ,3,2.000000
Amb0K1vG3C3lY0FWmQHUWw,5,4.000000
6q_bR4QnrHWGCffxb0dN8Q,13,3.000000
AMwr-IwwaamJ2l3Z8yce6Q,52,3.000000
Ed1d7DhO3J0EE7W149GTxQ,4,3.000000
BqDX1239tgsaE-_sUR0yIQ,5,2.000000
VyJSC_gG0oJedoGyoOHLMQ,6,4.000000
VytShwYJ2xP0FCULuWa2YA,3,5.000000
-_v2x-BHC0awbCykFJEmHg,5,4.000000
-Al9ySAoa5iDhrYWddkL4g,9,4.000000
caFlgAhbLswnEy0WjubewA,23,3.000000
YCCDMLcb7UW8G-o_HsWiiA,241,3.000000
aVNZqbolVkb3o0iGCmZO4w,15,3.000000
fi_UKzc26qvumxRyHtTgpw,3,4.000000
SvOkHoPPPM7MVT4yAKuHqg,6,4.000000
cT6pMZ5bayq-Jfb6urGTnw,4,4.000000
pTtB_1qCecy4BonW2z65jg,2,4.000000
HIiVx2mseVWKtx8TKfWC_A,128,4.000000
ILR7O-7tbfcLTlUume3vGQ,4,5.000000
h3ZBi5XkyN6lBc9-W6bDmw,7,5.000000
VdVoKQmLbod_4qBLksKIBQ,19,3.000000
5cGDfjcMmLv4YCN5_J4VxQ,4,5.000000
ojg5gz0RP0Gkb0yogcqA8Q,70,3.000000
jChJBT0MKKZeSk66HxZBdw,8,5.000000
I2Cy_FA42m8LF700SUPb1w,3,3.000000
qZIUA_G1Uc0L4X7O4gC8xQ,6,4.000000
rlaY7svfLnNzgEYKEOhN-A,7,4.000000
oHjoahzL5F0m-OGDQouEGw,43,3.000000
D3OpvLQeu1YYfb6smI4sKQ,14,3.000000
I5xBrzmTIUKHlj01JU6Z5w,10,3.000000
OedV_QX8aD7MeLqshhWkCQ,16,3.000000
8nbmu9fPdyNH0eRByCjRBg,7,3.000000
9ujjIKCM4IfsAuXpDFV6Vg,4,4.000000
GwWTQnasxRfi8hTpC7UMEw,3,5.000000
zDfs1Kyk8orFF8bRnSPx-A,30,4.000000
EoUWD6wATa-j_PagZSjYFw,5,4.000000
5t_is8G1Ti5jNk6cH7dGSg,3,3.000000
dbXi2Ebw8y8W2qBtbDHXxQ,4,4.000000
GZ8KctCJxGzYZ7aAdapprg,15,2.000000
fm7fBkqazKj1C-elTKsQBw,2,2.000000
O7QQ_ThdvSWx0lR3CTRLOA,3,4.000000
bGeBLbhwk4vMwa859GRzeg,3,2.000000
11TvD4sCfA8GEqLDANpbSQ,11,3.000000
MXM30GZrf4AeqR5p6berkg,6,2.000000
jGldmslgIegQNM5kvb851Q,179,3.000000
0JhyZ4cN2BUlYTCYdohcjg,3,4.000000
GdSWRJVqiK9PM-E4Gf6w2w,3,5.000000
W34RE9avBNLfkmiiZwPKiA,11,4.000000
OY576QqMcpLD8yGq8lVR5Q,16,3.000000
Q-hSD_aOi3S5s2zWNvwD4w,15,4.000000
8lCQbKrnAskYqEJ63-G5iw,7,4.000000
FmYqqKczAh0s2m2LCOTm7Q,4,5.000000
r6p1cjusR1_B_zDtvfirJQ,3,1.000000
cHuLkEKdPV84ZgXT-8a0ug,7,3.000000
d_I2nyM2Wlc_g6aWTdAkIQ,6,3.000000
pyU4pTX19Rkbb23CG_tA5Q,9,3.000000
v6lMcqsBUT02TdO9ntvDpg,26,3.000000
LjZhLtu4dr_cFZDudaUKQA,18,4.000000
d9YCJrmmXp_Fhz8qMdZbPw,1,1.000000
y3EmKXvncbUelngpCbveuQ,3,4.000000
OveJgGrAts9Hak0-JQQt-w,4,2.000000
FYXut4Km0FzvFY3G0sYwgg,4,3.000000
XxHGWXABu4SCxbzS5jtkUA,8,2.000000
OYdhdmejrmymQRa-gTaP4g,5,2.000000
w-KjLZY8Nsv3zsD_qZJo7Q,24,3.000000
pfTvVee_dAieMqoeomVtTg,9,3.000000
WJC8HctIbxatLbcuez1UOQ,3,4.000000
EQxR8CKkKSmHW0fgtqVosg,23,3.000000
Hmxo7fKWeeG8AVuAalfiIQ,2,3.000000
n_YHTTG0QIjZ3055wReefQ,4,3.000000
qdA4qiSXjaiuqO4SueH9VA,31,3.000000
qea7N8VfC9bLaC4BcnQ7Qg,32,4.000000
Y1jkxceoqE5LrTL5eqPXsA,5,3.000000
QodGUEAB9b1Y5CKL-ChRpg,3,5.000000
M5w-VilxnZkbDJkHyZq0Nw,4,5.000000
Qd6llBJMBqQ6RV540jxoVQ,8,3.000000
htMf9hWX1cHscJOipXmjCA,14,3.000000
oMycF1cQgR1UVkafXfof7A,48,4.000000
fJfh5j2f9AhivqGelAThsg,2,3.000000
ZWNKbNWvlw4ZdGygXAyCxw,4,3.000000
2ceeU8e3nZjaPfGmLwh4kg,371,3.000000
U7jOpLoLXYphWFqS6JO8mQ,58,3.000000
gj9Y6PAos1yD4P7FO8gQWA,13,3.000000
6JsS63IjByxlPpZ_oIMNZQ,3,2.000000
Pxs9HoqsxgqTNhwgB7kgtA,2,5.000000
UFfYVoK3RwDVo9eb70Fh9w,6,3.000000
mQ6_slsCd8-c8WFNtESnqw,39,2.000000
iS2G-sU-A6CBEwBgX4kwuw,3,4.000000
N-DFmcKLm5BxleZJGoJ-dg,5,4.000000
DseUTDD9qH5YdfetVstDnw,2,3.000000
dyd81TK9jY-WLt6UbMFWng,65,4.000000
NPDwKpXSVToTXVMqNq6KBA,3,2.000000
SkNUbFJiJtbZjY-S_S0u7g,52,3.000000
h7hr0v3E1ulU2sXNItD5UQ,120,4.000000
MLcXtnpzygZvQ9BtseLLlw,154,4.000000
RFMcLH3_58eAwvSfvLhJew,57,4.000000
Ae4Of0a0eUZ31pDSou9X-w,4,2.000000
xFPNicZcCicp8RVqz1Ic6Q,7,3.000000
YF6Z8PhNWN0ZR33hfvZRjg,81,3.000000
if_VgGCfq18P2Z24JdipSA,6,2.000000
OcKBQXkd6H_-VvTOX_dOxg,12,3.000000
LtdVdYhs7MAwwTBuHhdsFQ,2,2.000000
C59Gr3A35GMqKs593mfxVA,4,3.000000
vPBjlCkTLZ6vsRFEP6g0hQ,3,4.000000
61t1QljXCPQ0ZcorIGYKOg,6,5.000000
HO5T8E2yO_hpVmfzI6OXbg,3,5.000000
yPJFfglhMHAKciUpjTmgBg,78,4.000000
9HwUkbKAv7dO3MGlkkJJSg,80,3.000000
B6HQMZC1IJF6p8ApIeISRg,13,4.000000
BM0-dgPJMBMmcmO9PVCJfQ,89,4.000000
EJtKp4zxxZajJuVJu5qfgA,6,3.000000
C2fIrPfclO93U6C8ZGg5Fw,7,3.000000
hfvKCAdJc_tUne9LPoC-ug,8,3.000000
OSlTIcDNSSt_83ciKwT1Xg,75,4.000000
7xCyBdSMKpDtpZGQ4TEzww,5,4.000000
EMGkbiCMfMTflQux-_JY7Q,161,4.000000
2pZG0C66ilctnVNTsh3jyA,7,4.000000
D2WAqCvus0s8O0R2LuhCrA,4,3.000000
qJyxVhN7YuR1wlp1EK0uqg,3,2.000000
4uuUxywiTmzzOHxRrcxZLQ,5,2.000000
bGPEviF3GLKv7hDykcjPwg,2,5.000000
Ap6gsHZAT_ALSmBg2Zut3Q,15,4.000000
WHjnReRZvp_QateD9YdwKw,11,3.000000
32xk3QFkMLA79lr9rUeExw,4,4.000000
jqZL-zsiAcWYakm-wjJBFA,32,2.000000
fAuFm0MlMNfTt2YrbM6aBw,8,3.000000
4ZZCdTOIJS7mchFLZfAzBA,16,4.000000
iiK8n-m2mUzItIBxGGaVIQ,26,4.000000
nFBse3YXN8CP1cDieyLz6A,118,3.000000
eMHJP0ANVPcboNXqPw3Vdw,4,3.000000
S0wvx9r-Pt3hTXLynP7qzg,8,3.000000
Xyfl8gTLLZnuF1Gpt4ZRlw,3,3.000000
-_Ke8q969OAwEE_-U0qUjw,6,4.000000
ViqfCLlO520hnVmO3ahB5g,6,3.000000
